title,token,no_stopwords,processed,emoji,mention,hashtag,jumlah_emoji,jumlah_mention,jumlah_hashtag
mayan pahlawan visa jadi rame,"[mayan, pahlawan, visa, jadi, rame]","[mayan, pahlawan, visa, rame]",mayan pahlawan visa rame,,,,0,0,0
Bisa ga persyaratan batas umur itu di hapuskan saja 😌,"[bisa, ga, persyaratan, batas, umur, itu, di, hapuskan, saja]","[persyaratan, batas, umur, di, hapuskan]",syarat batas umur di hapus,😌,,,1,0,0
"Bln lap kerja yg min., tp lap kerja enak yg udh di indent sm relasi","[bln, lap, kerja, yg, min, tp, lap, kerja, enak, yg, udh, di, indent, sm, relasi]","[bln, lap, kerja, min, tp, lap, kerja, enak, indent, sm, relasi]",bln lap kerja min tp lap kerja enak indent sm relasi,,,,0,0,0
pemerintah bukannya introspeksi diri malah nyalahin mereka yg keluar negri 🤣,"[pemerintah, bukannya, introspeksi, diri, malah, nyalahin, mereka, yg, keluar, negri]","[pemerintah, bukannya, introspeksi, diri, malah, nyalahin, keluar, negri]",perintah bukan introspeksi diri malah nyalahin keluar negri,🤣,,,1,0,0
@fir #kaburajadulu,[],[],,,@fir,#kaburajadulu,0,1,1
saya malah meragukan pekerjaan pemerintah,"[saya, malah, meragukan, pekerjaan, pemerintah]","[malah, meragukan, pekerjaan, pemerintah]",malah ragu kerja perintah,,,,0,0,0
"Lagi lagi, lu kabur ke LN harus ada skill atau potensi juga. Kalau amatiran mending ga usah, takutnya malah makin melarat. Tapi sah-sah aja","[lagi, lagi, lu, kabur, ke, ln, harus, ada, skill, atau, potensi, juga, kalau, amatiran, mending, ga, usah, takutnya, malah, makin, melarat, tapi, sah, sah, aja]","[lagi, kabur, ln, ada, skill, potensi, kalau, amatiran, mending, usah, takutnya, malah, makin, melarat, sah, sah]",lagi kabur ln ada skill potensi kalau amatir mending usah takut malah makin melarat sah sah,,,,0,0,0
bahkan udah kabur pun tetap aja kena pajak🤣🤣,"[bahkan, udah, kabur, pun, tetap, aja, kena, pajak]","[bahkan, kabur, tetap, kena, pajak]",bahkan kabur tetap kena pajak,🤣🤣,,,2,0,0
iya bu kuliah mahal2 gaji cuma gaji UMR biaya hidup ampun2 dah,"[iya, bu, kuliah, mahal, gaji, cuma, gaji, umr, biaya, hidup, ampun, dah]","[bu, kuliah, mahal, gaji, cuma, gaji, umr, biaya, hidup, ampun, dah]",bu kuliah mahal gaji cuma gaji umr biaya hidup ampun dah,,,,0,0,0
Gass!! ke jepang gppa kuli juga 🙌,"[gass, ke, jepang, gppa, kuli, juga]","[gass, jepang, gppa, kuli]",gass jepang gppa kuli,🙌,,,1,0,0
"Bahasa luar negeri memang susah, tapi lebih susah lagi hidup di negeri sendiri","[bahasa, luar, negeri, memang, susah, tapi, lebih, susah, lagi, hidup, di, negeri, sendiri]","[bahasa, luar, negeri, memang, susah, lebih, susah, hidup, negeri, sendiri]",bahasa luar negeri memang susah lebih susah hidup negeri sendiri,,,,0,0,0
"Wakanda forever !!!
ok gass ok gass","[wakanda, forever, ok, gass, ok, gass]","[wakanda, forever, gass, gass]",wakanda forever gass gass,,,,0,0,0
"Yg mau kabur, kabur aja dah biar persaingan nya lebih gampang 😁🙏","[yg, mau, kabur, kabur, aja, dah, biar, persaingan, nya, lebih, gampang]","[mau, kabur, kabur, dah, biar, persaingan, lebih, gampang]",mau kabur kabur dah biar saing lebih gampang,😁🙏,,,2,0,0
pingin kabur tapi g ada yang ngajak😭😂,"[pingin, kabur, tapi, g, ada, yang, ngajak]","[pingin, kabur, g, yang, ngajak]",pingin kabur g yang ngajak,😭😂,,,2,0,0
"pengen kabur sih biar sejahtera ekonomi keluarga, tpi skill bahasa internasional terbatas 😭","[pengen, kabur, sih, biar, sejahtera, ekonomi, keluarga, tpi, skill, bahasa, internasional, terbatas]","[pengen, kabur, biar, sejahtera, ekonomi, keluarga, tpi, skill, bahasa, internasional, terbatas]",ken kabur biar sejahtera ekonomi keluarga tpi skill bahasa internasional batas,😭,,,1,0,0
"Kalo ada kesempatan, materi, & skill, lebih baik pindah sih. Kerja diluar setaun gajinya setara kerja di indo 5th","[kalo, ada, kesempatan, materi, skill, lebih, baik, pindah, sih, kerja, diluar, setaun, gajinya, setara, kerja, di, indo, th]","[kalo, kesempatan, materi, skill, lebih, baik, pindah, kerja, diluar, setaun, gajinya, setara, kerja, indo, th]",kalo sempat materi skill lebih baik pindah kerja luar taun gaji tara kerja indo th,,,,0,0,0
bahalil2😂😂,[bahalil],[bahalil],bahalil,😂😂,,,2,0,0
"mmg susah cari kerja itu penyebabnya buat para generasi muda merantau ke LN, temen saya di Singapura cuma jaga toko di Bugis Street gaji 1000 dollar singapura, kak..😅","[mmg, susah, cari, kerja, itu, penyebabnya, buat, para, generasi, muda, merantau, ke, ln, temen, saya, di, singapura, cuma, jaga, toko, di, bugis, street, gaji, dollar, singapura, kak]","[mmg, susah, cari, kerja, penyebabnya, buat, generasi, muda, merantau, ln, temen, singapura, cuma, jaga, toko, di, bugis, street, gaji, dollar, singapura, kak]",mmg susah cari kerja sebab buat generasi muda rantau ln temen singapura cuma jaga toko di bugis street gaji dollar singapura kak,😅,,,1,0,0
😌,[],[],,😌,,,1,0,0
"di dalam negri harus berpenampilan menarik, kalo kita ga menarik ga bakal di lirik","[di, dalam, negri, harus, berpenampilan, menarik, kalo, kita, ga, menarik, ga, bakal, di, lirik]","[dalam, negri, berpenampilan, menarik, kalo, menarik, bakal, lirik]",dalam negri tampil tarik kalo tarik bakal lirik,,,,0,0,0
Ragukan nasionalisme? noh anak² pejabat kek lu lil pada disekolahin diluar negeri dan bahkan ada yang tinggal juga di luar negeri,"[ragukan, nasionalisme, noh, anak², pejabat, kek, lu, lil, pada, disekolahin, diluar, negeri, dan, bahkan, ada, yang, tinggal, juga, di, luar, negeri]","[ragukan, nasionalisme, noh, anak², pejabat, lil, disekolahin, diluar, negeri, bahkan, yang, tinggal, di, luar, negeri]",ragu nasionalisme noh anak jabat lil disekolahin luar negeri bahkan yang tinggal di luar negeri,,,,0,0,0
Pemerintah malah senang karna devisa naek🤣😂😂,"[pemerintah, malah, senang, karna, devisa, naek]","[pemerintah, malah, senang, karna, devisa, naek]",perintah malah senang karna devisa naek,🤣😂😂,,,3,0,0
"pengen cuman bahasa inggris bisanya arti doang, ngomong gabisa😔","[pengen, cuman, bahasa, inggris, bisanya, arti, doang, ngomong, gabisa]","[pengen, cuman, bahasa, inggris, bisanya, arti, doang, ngomong, gabisa]",ken cuman bahasa inggris bisa arti doang ngomong gabisa,😔,,,1,0,0
"kak info loker buat SMK dong, dari fresh graduate sampe skrng udh layu ga fresh lagi😭","[kak, info, loker, buat, smk, dong, dari, fresh, graduate, sampe, skrng, udh, layu, ga, fresh, lagi]","[kak, info, loker, buat, smk, dong, fresh, graduate, sampe, skrng, layu, fresh]",kak info loker buat smk dong fresh graduate sampe skrng layu fresh,😭,,,1,0,0
@Rakyat Nagoya gawe rik,"[nagoya, gawe, rik]","[nagoya, gawe, rik]",nagoya gawe rik,,@rakyat,,0,1,0
Kabur sejak 2019😬😬😬,"[kabur, sejak]","[kabur, sejak]",kabur sejak,😬😬😬,,,3,0,0
😳😳😳,[],[],,😳😳😳,,,3,0,0
Konteksnya nasionalisme bukan kesejahteraan🤣🤣🤣. Salah paham anak” tki kita,"[konteksnya, nasionalisme, bukan, kesejahteraan, salah, paham, anak, tki, kita]","[konteksnya, nasionalisme, bukan, kesejahteraan, salah, paham, anak, tki]",konteks nasionalisme bukan sejahtera salah paham anak tki,🤣🤣🤣,,,3,0,0
kenapa aku susah banget keluar dari zona nyaman 🥺 padahal udah 6 tahun netep padahal pingin banget pindah ke perusahaan yg lebih baik.,"[kenapa, aku, susah, banget, keluar, dari, zona, nyaman, padahal, udah, tahun, netep, padahal, pingin, banget, pindah, ke, perusahaan, yg, lebih, baik]","[aku, susah, banget, keluar, zona, nyaman, padahal, tahun, netep, padahal, pingin, banget, pindah, perusahaan, lebih, baik]",aku susah banget keluar zona nyaman padahal tahun netep padahal pingin banget pindah usaha lebih baik,🥺,,,1,0,0
pgn ke aussie😭,"[pgn, ke, aussie]","[pgn, aussie]",pgn aussie,😭,,,1,0,0
laaaaah 😅,[laaaaah],[laaaaah],laaaaah,😅,,,1,0,0
Bismillah jepang 😁🙏,"[bismillah, jepang]","[bismillah, jepang]",bismillah jepang,😁🙏,,,2,0,0
"terlalu berat hidup di negri ini,lulusan s1 kyk gak ada harga diri di pt ,masuk harus ada pengalaman kerja minim 1-3tahun sedangkan Baru lulus , Persyaratan pekerja'an yang memprioritaskan fisik daripada skil #KaburAjadulu","[terlalu, berat, hidup, di, negri, ini, lulusan, s, kyk, gak, ada, harga, diri, di, pt, masuk, harus, ada, pengalaman, kerja, minim, tahun, sedangkan, baru, lulus, persyaratan, pekerja, an, yang, memprioritaskan, fisik, daripada, skil]","[terlalu, berat, hidup, negri, lulusan, s, kyk, harga, diri, pt, masuk, ada, pengalaman, kerja, minim, tahun, baru, lulus, persyaratan, pekerja, an, memprioritaskan, fisik, skil]",terlalu berat hidup negri lulus s kyk harga diri pt masuk ada alam kerja minim tahun baru lulus syarat kerja an prioritas fisik skil,,,#kaburajadulu,0,0,1
"#kabur aja dlu, Ke kamboja jangan ya dek yaa😂","[aja, dlu, ke, kamboja, jangan, ya, dek, yaa]","[dlu, kamboja, jangan, dek, yaa]",dlu kamboja jangan dek yaa,😂,,#kabur,1,0,1
semoga pemerintah sadar,"[semoga, pemerintah, sadar]","[semoga, pemerintah, sadar]",moga perintah sadar,,,,0,0,0
indonesia bakal kehilangan potensi2 anak muda terbaik nya,"[indonesia, bakal, kehilangan, potensi, anak, muda, terbaik, nya]","[indonesia, bakal, kehilangan, potensi, anak, muda, terbaik]",indonesia bakal hilang potensi anak muda baik,,,,0,0,0
"aku tetep setuju untuk anak muda yg mungkin punya peluang buat ke luar negeri tuh gas ajaa,
tapi buat yg gk bisa ke luar negeri ya syukurin aja dan coba ngerantau ke kota² besar gitu
salam anak desa","[aku, tetep, setuju, untuk, anak, muda, yg, mungkin, punya, peluang, buat, ke, luar, negeri, tuh, gas, ajaa, tapi, buat, yg, gk, bisa, ke, luar, negeri, ya, syukurin, aja, dan, coba, ngerantau, ke, kota², besar, gitu, salam, anak, desa]","[aku, tetep, setuju, anak, muda, mungkin, punya, peluang, buat, luar, negeri, tuh, gas, ajaa, buat, gk, luar, negeri, syukurin, coba, ngerantau, ke, kota², besar, salam, anak, desa]",aku tetep tuju anak muda mungkin punya peluang buat luar negeri tuh gas ajaa buat gk luar negeri syukurin coba ngerantau ke kota besar salam anak desa,,,,0,0,0
gas ke Jepang 🗿,"[gas, ke, jepang]","[gas, jepang]",gas jepang,🗿,,,1,0,0
😂😂😂😂,[],[],,😂😂😂😂,,,4,0,0
"memang bicara soal uang, lebih baik kerja di luar negeri, karena dlm negeri upah kerja kita benar² di luar nalar, tpi bukan dianggap tdk nasionalisme, nasionalisme tdk ditentukan dari tmpt dimana kita berada, tpi sikap kita thd negara kita, aku mau ke jepang insya Allah, amin kan dong guys😭","[memang, bicara, soal, uang, lebih, baik, kerja, di, luar, negeri, karena, dlm, negeri, upah, kerja, kita, benar², di, luar, nalar, tpi, bukan, dianggap, tdk, nasionalisme, nasionalisme, tdk, ditentukan, dari, tmpt, dimana, kita, berada, tpi, sikap, kita, thd, negara, kita, aku, mau, ke, jepang, insya, allah, amin, kan, dong, guys]","[memang, bicara, soal, uang, lebih, baik, kerja, luar, negeri, dlm, negeri, upah, kerja, benar², luar, nalar, tpi, bukan, dianggap, nasionalisme, nasionalisme, ditentukan, tmpt, berada, tpi, sikap, thd, negara, kita, aku, mau, jepang, insya, allah, amin, dong, guys]",memang bicara soal uang lebih baik kerja luar negeri dlm negeri upah kerja benar luar nalar tpi bukan anggap nasionalisme nasionalisme tentu tmpt ada tpi sikap thd negara kita aku mau jepang insya allah amin dong guys,😭,,,1,0,0
ahh kabur ae dulu lah mau di kasih tips kerja juga fakta nya orang dalem juga 😩,"[ahh, kabur, ae, dulu, lah, mau, di, kasih, tips, kerja, juga, fakta, nya, orang, dalem, juga]","[ahh, kabur, ae, dulu, lah, mau, kasih, tips, kerja, fakta, orang, dalem]",ahh kabur ae dulu lah mau kasih tips kerja fakta orang dalem,😩,,,1,0,0
pertanyaan dibalas dengan pertanyaan...kak vina blunder deh😳,"[pertanyaan, dibalas, dengan, pertanyaan, kak, vina, blunder, deh]","[pertanyaan, dibalas, pertanyaan, kak, vina, blunder]",tanya balas tanya kak vina blunder,😳,,,1,0,0
KLO saya pilih kabur,"[klo, saya, pilih, kabur]","[klo, pilih, kabur]",klo pilih kabur,,,,0,0,0
pindah dulu ke luar negeri cari pengalaman pinter duit banyak. pulang ke Indonesia terapin ilmunya😁,"[pindah, dulu, ke, luar, negeri, cari, pengalaman, pinter, duit, banyak, pulang, ke, indonesia, terapin, ilmunya]","[pindah, dulu, luar, negeri, cari, pengalaman, pinter, duit, banyak, pulang, indonesia, terapin, ilmunya]",pindah dulu luar negeri cari alam pinter duit banyak pulang indonesia terapin ilmu,😁,,,1,0,0
"lah w yg umur 35 JD kang parkir, gmna mo kluar negri. bisa gak,,?","[lah, w, yg, umur, jd, kang, parkir, gmna, mo, kluar, negri, bisa, gak]","[lah, w, umur, kang, parkir, gmna, mo, kluar, negri]",lah w umur kang parkir gmna mo kluar negri,,,,0,0,0
maap pak garuda didadaku ringgit malaysa didompetku,"[maap, pak, garuda, didadaku, ringgit, malaysa, didompetku]","[maap, pak, garuda, didadaku, ringgit, malaysa, didompetku]",maap pak garuda dada ringgit malaysa dompet,,,,0,0,0
Itu tangan asli ka?btw sm tangan kuli mungil ini tambah brp?🗿,"[itu, tangan, asli, ka, btw, sm, tangan, kuli, mungil, ini, tambah, brp]","[tangan, asli, ka, btw, sm, tangan, kuli, mungil, tambah, brp]",tangan asli ka btw sm tangan kuli mungil tambah brp,🗿,,,1,0,0
#kaburajakekorut,[],[],,,,#kaburajakekorut,0,0,1
tim #kaburajadulu,[tim],[tim],tim,,,#kaburajadulu,0,0,1
"hallo salam dari TKI taiwan 😁
memang negeri sendiri se bobrok itu, kita di suruh bertahan dengan keadaan/system sulit tampa solusi dan jalan keluar...","[hallo, salam, dari, tki, taiwan, memang, negeri, sendiri, se, bobrok, itu, kita, di, suruh, bertahan, dengan, keadaan, system, sulit, tampa, solusi, dan, jalan, keluar]","[hallo, salam, tki, taiwan, memang, negeri, sendiri, se, bobrok, kita, suruh, bertahan, keadaan, system, sulit, tampa, solusi, jalan, keluar]",hallo salam tki taiwan memang negeri sendiri se bobrok kita suruh tahan ada system sulit tampa solusi jalan keluar,😁,,,1,0,0
target korea,"[target, korea]","[target, korea]",target korea,,,,0,0,0
"tapi menurut ku, lebih baik ke LN. Pulang, kerja di indo ditanyain kelebihan, bisa bahasa asing dan pernah kerja di LN. langsung dihargai.","[tapi, menurut, ku, lebih, baik, ke, ln, pulang, kerja, di, indo, ditanyain, kelebihan, bisa, bahasa, asing, dan, pernah, kerja, di, ln, langsung, dihargai]","[menurut, ku, lebih, baik, ln, pulang, kerja, indo, ditanyain, kelebihan, bahasa, asing, pernah, kerja, ln, langsung, dihargai]",turut ku lebih baik ln pulang kerja indo ditanyain lebih bahasa asing pernah kerja ln langsung harga,,,,0,0,0
minta loker di luar negri kak?,"[minta, loker, di, luar, negri, kak]","[minta, loker, luar, negri, kak]",minta loker luar negri kak,,,,0,0,0
do'ain aku milih #pindahajadulu ajak 1 keluarga,"[do, ain, aku, milih, ajak, keluarga]","[do, ain, aku, milih, ajak, keluarga]",do ain aku milih ajak keluarga,,,#pindahajadulu,0,0,1
"kalo Jepang/korea krisis manusia, negara arab kaya tpi orang nya males bekerja, makanya lowong kerja disana banyak dan berani bayar mahal","[kalo, jepang, korea, krisis, manusia, negara, arab, kaya, tpi, orang, nya, males, bekerja, makanya, lowong, kerja, disana, banyak, dan, berani, bayar, mahal]","[kalo, jepang, korea, krisis, manusia, negara, arab, kaya, tpi, orang, males, bekerja, makanya, lowong, kerja, disana, banyak, berani, bayar, mahal]",kalo jepang korea krisis manusia negara arab kaya tpi orang males kerja makanya lowong kerja sana banyak berani bayar mahal,,,,0,0,0
guys bantu follow dan support usaha aku dong supaya bisa rame dan buka loker lagi tahun lalu rame sampe 15orang yang kerja tapi sekarang down lagi sampe kerja berdua sama adik 🥺 @kedai.babeh,"[guys, bantu, follow, dan, support, usaha, aku, dong, supaya, bisa, rame, dan, buka, loker, lagi, tahun, lalu, rame, sampe, orang, yang, kerja, tapi, sekarang, down, lagi, sampe, kerja, berdua, sama, adik]","[guys, bantu, follow, support, usaha, aku, dong, bisa, rame, buka, loker, tahun, lalu, rame, sampe, orang, kerja, sekarang, down, sampe, kerja, berdua, sama, adik]",guys bantu follow support usaha aku dong bisa rame buka loker tahun lalu rame sampe orang kerja sekarang down sampe kerja dua sama adik,🥺,@kedai.babeh,,1,1,0
"susah ada persyaratan umur, umur 25 keatas udah dianggap tua Bangka disini, belum lagi pengalaman kerja, gimana ada pengalaman orang kerja aja belum, belum lagi jam kerja nggak ngotak gaji cuma numpang lewat","[susah, ada, persyaratan, umur, umur, keatas, udah, dianggap, tua, bangka, disini, belum, lagi, pengalaman, kerja, gimana, ada, pengalaman, orang, kerja, aja, belum, belum, lagi, jam, kerja, nggak, ngotak, gaji, cuma, numpang, lewat]","[susah, persyaratan, umur, umur, keatas, dianggap, tua, bangka, disini, pengalaman, kerja, gimana, pengalaman, orang, kerja, belum, lagi, jam, kerja, ngotak, gaji, cuma, numpang, lewat]",susah syarat umur umur atas anggap tua bangka sini alam kerja gimana alam orang kerja belum lagi jam kerja ngotak gaji cuma numpang lewat,,,,0,0,0
kerja di indo klo gk nyogok ya punya orang dalem,"[kerja, di, indo, klo, gk, nyogok, ya, punya, orang, dalem]","[kerja, indo, klo, gk, nyogok, punya, orang, dalem]",kerja indo klo gk nyogok punya orang dalem,,,,0,0,0
visi misi indonesia emas ??? apa nya yg emas jika pemuda pemudi nya semua kabur ke LN 🤣🤣🤣,"[visi, misi, indonesia, emas, apa, nya, yg, emas, jika, pemuda, pemudi, nya, semua, kabur, ke, ln]","[visi, misi, indonesia, emas, apa, emas, pemuda, pemudi, semua, kabur, ln]",visi misi indonesia emas apa emas pemuda pemudi semua kabur ln,🤣🤣🤣,,,3,0,0
😂,[],[],,😂,,,1,0,0
"Keluarlah kalau bisa dan aman, ke negara maju tentunya. biar bisa ngerasain jomplangnya negara kita sama negara maju. Sodara gw, gw ajak ke jakarta aja katanya kayak udah beda satu abad sama di daerah.","[keluarlah, kalau, bisa, dan, aman, ke, negara, maju, tentunya, biar, bisa, ngerasain, jomplangnya, negara, kita, sama, negara, maju, sodara, gw, gw, ajak, ke, jakarta, aja, katanya, kayak, udah, beda, satu, abad, sama, di, daerah]","[keluarlah, kalau, dan, aman, negara, maju, tentunya, biar, ngerasain, jomplangnya, negara, sama, negara, maju, sodara, gw, gw, ajak, jakarta, katanya, kayak, beda, satu, abad, sama, daerah]",keluar kalau dan aman negara maju tentu biar ngerasain jomplangnya negara sama negara maju sodara gw gw ajak jakarta kata kayak beda satu abad sama daerah,,,,0,0,0
susah kak ampun terpaut usia sudah...apa2 di calo in,"[susah, kak, ampun, terpaut, usia, sudah, apa, di, calo, in]","[susah, kak, ampun, terpaut, usia, apa, calo, in]",susah kak ampun paut usia apa calo in,,,,0,0,0
masih bingung mau kemana dan gimana ka,"[masih, bingung, mau, kemana, dan, gimana, ka]","[bingung, mau, dan, gimana, ka]",bingung mau dan gimana ka,,,,0,0,0
target pindah kewarganegaraan sih 😁,"[target, pindah, kewarganegaraan, sih]","[target, pindah, kewarganegaraan]",target pindah kewarganegaraan,😁,,,1,0,0
"kalo bisa aku pengen kabur anjirr, makin kesini malah makin kesana🗿","[kalo, bisa, aku, pengen, kabur, anjirr, makin, kesini, malah, makin, kesana]","[kalo, aku, pengen, kabur, anjirr, makin, kesini, malah, makin, kesana]",kalo aku ken kabur anjirr makin kesini malah makin kesana,🗿,,,1,0,0
tim #kaburAjadulu pi ga tau mo kmn??😁 info dong negara mana yg bagus buay nyari kerjaan,"[tim, pi, ga, tau, mo, kmn, info, dong, negara, mana, yg, bagus, buay, nyari, kerjaan]","[tim, pi, mo, kmn, info, dong, negara, mana, bagus, buay, nyari, kerjaan]",tim pi mo kmn info dong negara mana bagus buay nyari kerja,😁,,#kaburajadulu,1,0,1
kalau punya uang pngn bngt ke luar negeri,"[kalau, punya, uang, pngn, bngt, ke, luar, negeri]","[kalau, punya, uang, pngn, bngt, luar, negeri]",kalau punya uang pngn bngt luar negeri,,,,0,0,0
#gagalkabur😹,[],[],,😹,,#gagalkabur,1,0,1
😂😂😂😂😂😂😂😂😂,[],[],,😂😂😂😂😂😂😂😂😂,,,9,0,0
yg korupsi ga ditanya nasionalisme nya?,"[yg, korupsi, ga, ditanya, nasionalisme, nya]","[korupsi, ditanya, nasionalisme]",korupsi tanya nasionalisme,,,,0,0,0
#darimanaduitnya😭😭😭,[],[],,😭😭😭,,#darimanaduitnya,3,0,1
kak jurusan pgmi untuk daftar CPNS formasinya apa saja ya kak?,"[kak, jurusan, pgmi, untuk, daftar, cpns, formasinya, apa, saja, ya, kak]","[kak, jurusan, pgmi, daftar, cpns, formasinya, apa, ya, kak]",kak jurus pgmi daftar cpns formasi apa ya kak,,,,0,0,0
"jangankan anak muda,om aja usia 40 merantau😂","[jangankan, anak, muda, om, aja, usia, merantau]","[jangankan, anak, muda, om, usia, merantau]",jangan anak muda om usia rantau,😂,,,1,0,0
kak aku udah nungguin pendapat kakak loh,"[kak, aku, udah, nungguin, pendapat, kakak, loh]","[kak, aku, nungguin, pendapat, kakak, loh]",kak aku nungguin dapat kakak loh,,,,0,0,0
#kaburajadulu klo kata gue mah biaya anak mahal shay 😭,"[klo, kata, gue, mah, biaya, anak, mahal, shay]","[klo, kata, mah, biaya, anak, mahal, shay]",klo kata mah biaya anak mahal shay,😭,,#kaburajadulu,1,0,1
terkadang ekpektasi sama kenyataan beda .,"[terkadang, ekpektasi, sama, kenyataan, beda]","[terkadang, ekpektasi, sama, kenyataan, beda]",terkadang ekpektasi sama nyata beda,,,,0,0,0
Token listrik bensin Kouta hp biaya sekolah nafkah rumah tangga itu semua pake duit. Ga ada sangkut paut sama Nasionalisme,"[token, listrik, bensin, kouta, hp, biaya, sekolah, nafkah, rumah, tangga, itu, semua, pake, duit, ga, ada, sangkut, paut, sama, nasionalisme]","[token, listrik, bensin, kouta, hp, biaya, sekolah, nafkah, rumah, tangga, semua, pake, duit, sangkut, paut, sama, nasionalisme]",token listrik bensin kouta hp biaya sekolah nafkah rumah tangga semua pake duit sangkut paut sama nasionalisme,,,,0,0,0
awas di notice sama Erik Tohir kak buat bantu dan baguskan pemerintah 🤣🤣🤣 yang kurang yah bukan tidak yah,"[awas, di, notice, sama, erik, tohir, kak, buat, bantu, dan, baguskan, pemerintah, yang, kurang, yah, bukan, tidak, yah]","[awas, notice, sama, erik, tohir, kak, buat, bantu, baguskan, pemerintah, kurang, yah, bukan, yah]",awas notice sama erik tohir kak buat bantu bagus perintah kurang yah bukan yah,🤣🤣🤣,,,3,0,0
dulu dibilang pahlawan devisa. sekarang malah dianggap ga nasionalisme. gj emang 🙏,"[dulu, dibilang, pahlawan, devisa, sekarang, malah, dianggap, ga, nasionalisme, gj, emang]","[dulu, dibilang, pahlawan, devisa, sekarang, malah, dianggap, nasionalisme, gj, emang]",dulu bilang pahlawan devisa sekarang malah anggap nasionalisme gj emang,🙏,,,1,0,0
😅😅😅😅😅😅,[],[],,😅😅😅😅😅😅,,,6,0,0
"Aku kira kak vina bakal ngasih tanggapan dia soal isu kaburajadulu, ternyata ekspektasi aku ketinggian🥲","[aku, kira, kak, vina, bakal, ngasih, tanggapan, dia, soal, isu, kaburajadulu, ternyata, ekspektasi, aku, ketinggian]","[aku, kira, kak, vina, bakal, ngasih, tanggapan, soal, isu, kaburajadulu, ternyata, ekspektasi, aku, ketinggian]",aku kira kak vina bakal ngasih tanggap soal isu kaburajadulu nyata ekspektasi aku tinggi,🥲,,,1,0,0
sebuah solusi : ganti semua yg ada dipemerintahan sama Gen Z,"[sebuah, solusi, ganti, semua, yg, ada, dipemerintahan, sama, gen, z]","[sebuah, solusi, ganti, semua, dipemerintahan, sama, gen, z]",buah solusi ganti semua perintah sama gen z,,,,0,0,0
lagian lucu pejabat sekarang,"[lagian, lucu, pejabat, sekarang]","[lagian, lucu, pejabat, sekarang]",lagi lucu jabat sekarang,,,,0,0,0
"yah pindah sih, hidup itu ada dua yaitu sulit dan sulit banget. pilih yang sulit dong😂","[yah, pindah, sih, hidup, itu, ada, dua, yaitu, sulit, dan, sulit, banget, pilih, yang, sulit, dong]","[yah, pindah, hidup, ada, yaitu, sulit, sulit, banget, pilih, sulit, dong]",yah pindah hidup ada yaitu sulit sulit banget pilih sulit dong,😂,,,1,0,0
karna kerja d Konoha harus ada org dalam 🤣,"[karna, kerja, d, konoha, harus, ada, org, dalam]","[karna, kerja, d, konoha, ada, org]",karna kerja d konoha ada org,🤣,,,1,0,0
"kenapa kabur, masalah kendala umur? kan bisa dirubah aturannya, padahal udah mau disediain 19.000 lowongan kerja loh, kemaren aja deddy combucer dilantik jadi stafsus.","[kenapa, kabur, masalah, kendala, umur, kan, bisa, dirubah, aturannya, padahal, udah, mau, disediain, lowongan, kerja, loh, kemaren, aja, deddy, combucer, dilantik, jadi, stafsus]","[kabur, masalah, kendala, umur, dirubah, aturannya, padahal, mau, disediain, lowongan, kerja, loh, kemaren, deddy, combucer, dilantik, stafsus]",kabur masalah kendala umur rubah atur padahal mau ain lowong kerja loh kemaren deddy combucer lantik stafsus,,,,0,0,0
"#kaburajadulu , persyaratan kerja d indo terlalu membangongkan , tinggi harus minimal 160 , umur max 25 thn dll ,aku kerja d perusahaan cina 7 thn ,prsyrtnnya gak kyk gitu yng tua juga blh kerja","[persyaratan, kerja, d, indo, terlalu, membangongkan, tinggi, harus, minimal, umur, max, thn, dll, aku, kerja, d, perusahaan, cina, thn, prsyrtnnya, gak, kyk, gitu, yng, tua, juga, blh, kerja]","[persyaratan, kerja, d, indo, terlalu, membangongkan, tinggi, minimal, umur, max, thn, aku, kerja, d, perusahaan, cina, thn, prsyrtnnya, kyk, yng, tua, blh, kerja]",syarat kerja d indo terlalu membangongkan tinggi minimal umur max thn aku kerja d usaha cina thn prsyrtnnya kyk yng tua blh kerja,,,#kaburajadulu,0,0,1
Kak vina aku gagal cpns freshgraduate sudah apply kemana mana tapi cuman sampe interview dan psikotes😭,"[kak, vina, aku, gagal, cpns, freshgraduate, sudah, apply, kemana, mana, tapi, cuman, sampe, interview, dan, psikotes]","[kak, vina, aku, gagal, cpns, freshgraduate, apply, mana, cuman, sampe, interview, psikotes]",kak vina aku gagal cpns freshgraduate apply mana cuman sampe interview psikotes,😭,,,1,0,0
Padahal saya tunggu tanggapan kak vina thd argumentasi pak bahlil,"[padahal, saya, tunggu, tanggapan, kak, vina, thd, argumentasi, pak, bahlil]","[padahal, tunggu, tanggapan, kak, vina, thd, argumentasi, pak, bahlil]",padahal tunggu tanggap kak vina thd argumentasi pak bahlil,,,,0,0,0
Di indo kalau mau kerja harus menguasai 7 elemen,"[di, indo, kalau, mau, kerja, harus, menguasai, elemen]","[indo, kalau, mau, kerja, menguasai, elemen]",indo kalau mau kerja kuasa elemen,,,,0,0,0
