"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","processed","sentiment_label","likes","reply_count","created_time_formatted"
"Alli’s comment: Laaah pak Bahlil, gen z kok di tantang wkwkwm","Laaah pak Bahlil, gen z kok di tantang wkwkwm","laaah pak bahlil gen z kok di tantang wkwkwm","lah pak bahlil gen z kok di tantang wkwkwm","['bahlil', 'gen', 'tantang', 'wkwkwm']","bahlil gen tantang wkwkwm","netral","1","0","2025-02-12 09:04:24"
"Kak ucapan adalah doa . Gw pernah bilang ke diri sendiri kalau gw udah capek sama semua hal gw bakal berubah dan orang"" di sekeliling gw ga pernah liat diri gw yang dulu . Dan yap gw berubah .","Kak ucapan adalah doa . Gw pernah bilang ke diri sendiri kalau gw udah capek sama semua hal gw bakal berubah dan orang"" di sekeliling gw ga pernah liat diri gw yang dulu . Dan yap gw berubah .","kak ucapan adalah doa gw pernah bilang ke diri sendiri kalau gw udah capek sama semua hal gw bakal berubah dan orang di sekeliling gw ga pernah liat diri gw yang dulu dan yap gw berubah","kak ucapan adalah doa saya pernah bilang ke diri sendiri kalau saya sudah capek sama semua hal saya bakal berubah dan orang di sekeliling saya tidak pernah liat diri saya yang dulu dan yap saya berubah","['kak', 'ucap', 'doa', 'bilang', 'capek', 'ubah', 'orang', 'keliling', 'liat', 'yap', 'ubah']","kak ucap doa bilang capek ubah orang keliling liat yap ubah","negatif","2","0","2025-02-12 12:52:05"
"kasian warga sontoloyo","kasian warga sontoloyo","kasian warga sontoloyo","kasian warga sontoloyo","['kasi', 'warga', 'sontoloyo']","kasi warga sontoloyo","netral","0","0","2025-02-21 12:30:26"
"mia’s comment: ini bukan masalah nasionalisme, tpi masalah kehidupan yg lebih layak, kurang lebih seperti ituu","ini bukan masalah nasionalisme, tpi masalah kehidupan yg lebih layak, kurang lebih seperti ituu","ini bukan masalah nasionalisme tpi masalah kehidupan yg lebih layak kurang lebih seperti ituu","ini bukan masalah nasionalisme tpi masalah kehidupan yang lebih layak kurang lebih seperti ituu","['nasionalisme', 'tpi', 'hidup', 'layak', 'ituu']","nasionalisme tpi hidup layak ituu","positif","1","0","2025-02-14 03:30:21"
"Limeeeng’s comment: S1 ni langsung ke Kamboja... bagian cs","S1 ni langsung ke Kamboja... bagian cs","s1 ni langsung ke kamboja bagian cs","s1 ini langsung ke kamboja bagian cs","['langsung', 'kamboja', 'cs']","langsung kamboja cs","positif","0","0","2025-02-14 11:18:19"
"Negara koruptor’s comment: Mari kita hancurkan bumi teman teman","Mari kita hancurkan bumi teman teman","mari kita hancurkan bumi teman teman","mari kita hancurkan bumi teman teman","['hancur', 'bumi', 'teman', 'teman']","hancur bumi teman teman","netral","0","0","2025-02-17 13:05:35"
"sediakan lapangan kerja sesuai dgn jumlah penduduk nya pak jgn asal meragukan klo blm bisa sejahtera kan rakyat sendiri","sediakan lapangan kerja sesuai dgn jumlah penduduk nya pak jgn asal meragukan klo blm bisa sejahtera kan rakyat sendiri","sediakan lapangan kerja sesuai dgn jumlah penduduk nya pak jgn asal meragukan klo blm bisa sejahtera kan rakyat sendiri","sediakan lapangan kerja sesuai dengan jumlah penduduk nya pak jgn asal meragukan kalau belum bisa sejahtera kan rakyat sendiri","['sedia', 'lapang', 'kerja', 'sesuai', 'duduk', 'jgn', 'ragu', 'sejahtera', 'rakyat']","sedia lapang kerja sesuai duduk jgn ragu sejahtera rakyat","negatif","1","0","2025-02-20 00:56:46"
"BEGALeaty⁸⁶’s comment: saran jepang,korea,apa Taiwan bg","saran jepang,korea,apa Taiwan bg","saran jepangkoreaapa taiwan bg","saran jepangkoreaapa taiwan bg","['saran', 'jepangkoreaapa', 'taiwan', 'bg']","saran jepangkoreaapa taiwan bg","netral","0","1","2025-02-16 13:42:52"
"dedeboriel’s comment: setuju sama u bang gua 😅😅😅","setuju sama u bang gua 😅😅😅","setuju sama u bang gua","setuju sama kamu bang saya","['tuju', 'bang']","tuju bang","positif","1","0","2025-02-12 13:37:15"
"шапочкадляплавания’s comment: gimana kita bisa ada nasionalisme kalau negara sendiri pun gak beres.","gimana kita bisa ada nasionalisme kalau negara sendiri pun gak beres.","gimana kita bisa ada nasionalisme kalau negara sendiri pun gak beres","bagaimana kita bisa ada nasionalisme kalau negara sendiri pun tidak beres","['nasionalisme', 'negara', 'beres']","nasionalisme negara beres","negatif","0","0","2025-02-20 12:07:35"
"@audy @ara @Bigdeals gas habis lulus ke LPK haha","@audy @ara @Bigdeals gas habis lulus ke LPK haha","gas habis lulus ke lpk haha","gas habis lulus ke lpk haha","['gas', 'habis', 'lulus', 'lpk', 'haha']","gas habis lulus lpk haha","positif","1","3","2025-02-19 08:29:13"
"handri sydney’s comment: Aku 2022 ke sydney for living. 6 bulan pertama saat pindah emang struggling. Tp saat ini aku mencintai sydney dan seisinya","Aku 2022 ke sydney for living. 6 bulan pertama saat pindah emang struggling. Tp saat ini aku mencintai sydney dan seisinya","aku 2022 ke sydney for living 6 bulan pertama saat pindah emang struggling tp saat ini aku mencintai sydney dan seisinya","saya 2022 ke sydney for living 6 bulan pertama saat pindah memang struggling tp saat ini saya mencintai sydney dan seisinya","['sydney', 'for', 'living', 'pindah', 'struggling', 'tp', 'cinta', 'sydney', 'isi']","sydney for living pindah struggling tp cinta sydney isi","positif","0","0","2025-02-14 18:14:02"
"nasionalisme tidak memberikan makan pak","nasionalisme tidak memberikan makan pak","nasionalisme tidak memberikan makan pak","nasionalisme tidak memberikan makan pak","['nasionalisme', 'makan']","nasionalisme makan","negatif","0","0","2025-02-15 13:51:44"
"sabar bg nyusul gua 🤝","sabar bg nyusul gua 🤝","sabar bg nyusul gua","sabar bg nyusul saya","['sabar', 'bg', 'nyusul']","sabar bg nyusul","negatif","1","0","2025-02-12 13:23:33"
"gemoy’s comment: bawaa aku kaburr😭😭","bawaa aku kaburr😭😭","bawaa aku kaburr","bawaa saya kaburr","['bawaa', 'kaburr']","bawaa kaburr","positif","0","0","2025-02-24 07:43:35"
"hirosi2irtdijepang’s comment: Kynya Keputusan terbaikku nurut suami pindah k jpn😁","Kynya Keputusan terbaikku nurut suami pindah k jpn😁","kynya keputusan terbaikku nurut suami pindah k jpn","kynya keputusan terbaikku nurut suami pindah ke jpn","['kynya', 'putus', 'baik', 'nurut', 'suami', 'pindah', 'jpn']","kynya putus baik nurut suami pindah jpn","positif","0","0","2025-02-19 02:21:07"
"K' toku’s comment: dan kami pun meragukan keadilan kalian😹","dan kami pun meragukan keadilan kalian😹","dan kami pun meragukan keadilan kalian","dan kami pun meragukan keadilan kalian","['ragu', 'adil']","ragu adil","netral","1","0","2025-02-18 10:06:08"
"Law.’s comment: @Assami yo","@Assami yo","yo","yo","['yo']","yo","netral","0","1","2025-02-15 06:52:37"
"ijin tambahan kan ke favorit y bg
soal nya gua 1 Minggu lagi mw prgi juga bg","ijin tambahan kan ke favorit y bg
soal nya gua 1 Minggu lagi mw prgi juga bg","ijin tambahan kan ke favorit y bg soal nya gua 1 minggu lagi mw prgi juga bg","ijin tambahan kan ke favorit y bg soal nya saya 1 minggu lagi mw prgi juga bg","['ijin', 'tambah', 'favorit', 'bg', 'mw', 'prgi', 'bg']","ijin tambah favorit bg mw prgi bg","positif","0","0","2025-02-17 16:55:45"
"Yayah Asiyah619🇮🇩’s comment: saya kerja di luar negri bertahun tahun tp semua duit saya berputar di Indonesia","saya kerja di luar negri bertahun tahun tp semua duit saya berputar di Indonesia","saya kerja di luar negri bertahun tahun tp semua duit saya berputar di indonesia","saya kerja di luar negri bertahun tahun tp semua duit saya berputar di indonesia","['kerja', 'negri', 'tahun', 'tp', 'duit', 'putar', 'indonesia']","kerja negri tahun tp duit putar indonesia","positif","0","0","2025-02-15 22:35:17"
"pemerintah sekarang berasa paling nasionalis sekali🤣🤣","pemerintah sekarang berasa paling nasionalis sekali🤣🤣","pemerintah sekarang berasa paling nasionalis sekali","pemerintah sekarang berasa paling nasionalis sekali","['perintah', 'asa', 'nasionalis']","perintah asa nasionalis","negatif","1","0","2025-02-12 08:14:36"
"Kyo’s comment: sejauh ini yg valid tuh cuma 2
#percumalaporpolisi
#kaburajadulu","sejauh ini yg valid tuh cuma 2
#percumalaporpolisi
#kaburajadulu","sejauh ini yg valid tuh cuma 2","sejauh ini yang valid tuh cuma 2","['valid']","valid","netral","2","0","2025-02-14 11:43:07"
"yg tepatnya dia takut karna gk adalagi yg ladang cuan nyaaa 🤣🤣","yg tepatnya dia takut karna gk adalagi yg ladang cuan nyaaa 🤣🤣","yg tepatnya dia takut karna gk adalagi yg ladang cuan nyaaa","yang tepatnya dia takut karena tidak adalagi yang ladang cuan nya","['tepat', 'takut', 'adalagi', 'ladang', 'cuan']","tepat takut adalagi ladang cuan","negatif","0","0","2025-03-10 02:08:03"
"Tiwiandini🖤’s comment: Seengganya di luar negri masih bisa nabung ka 10 jt sebulan😭 di indo mah sebulan bisa nabung 1jt udah gede banget. Aku aja kerja 3 tahun di pabrik gadapet apa” cuma dapet motor😭","Seengganya di luar negri masih bisa nabung ka 10 jt sebulan😭 di indo mah sebulan bisa nabung 1jt udah gede banget. Aku aja kerja 3 tahun di pabrik gadapet apa” cuma dapet motor😭","seengganya di luar negri masih bisa nabung ka 10 jt sebulan di indo mah sebulan bisa nabung 1jt udah gede banget aku aja kerja 3 tahun di pabrik gadapet apa cuma dapet motor","seengganya di luar negri masih bisa nabung ka 10 juta sebulan di indonesia mah sebulan bisa nabung 1jt sudah gede banget saya aja kerja 3 tahun di pabrik gadapet apa cuma dapet motor","['seengganya', 'negri', 'nabung', 'ka', 'juta', 'bulan', 'indonesia', 'bulan', 'nabung', 'gede', 'banget', 'aja', 'kerja', 'pabrik', 'gadapet', 'dapet', 'motor']","seengganya negri nabung ka juta bulan indonesia bulan nabung gede banget aja kerja pabrik gadapet dapet motor","positif","17","15","2025-02-14 23:36:28"
"yulishaaprilia’s comment: saya cinta Indonesia,tapi saya tidak cinta sama pejabatnya
#kaburajadulu","saya cinta Indonesia,tapi saya tidak cinta sama pejabatnya
#kaburajadulu","saya cinta indonesiatapi saya tidak cinta sama pejabatnya","saya cinta indonesiatapi saya tidak cinta sama pejabatnya","['cinta', 'indonesiatapi', 'cinta', 'jabat']","cinta indonesiatapi cinta jabat","negatif","0","0","2025-02-20 07:32:09"
"yg bales komentar gw = anjing’s comment: Meraih cita-cita di luar negeri, mengharumkan negara Indonesia, dan gk balik lagi.","Meraih cita-cita di luar negeri, mengharumkan negara Indonesia, dan gk balik lagi.","meraih citacita di luar negeri mengharumkan negara indonesia dan gk balik lagi","meraih citacita di luar negeri mengharumkan negara indonesia dan tidak balik lagi","['raih', 'citacita', 'negeri', 'harum', 'negara', 'indonesia']","raih citacita negeri harum negara indonesia","positif","0","0","2025-02-17 14:12:46"
"Hzzz’s comment: kami meragukan Pancasila ke 2.","kami meragukan Pancasila ke 2.","kami meragukan pancasila ke 2","kami meragukan pancasila ke 2","['ragu', 'pancasila']","ragu pancasila","negatif","2","1","2025-02-13 05:42:51"
"lu keren king 👑👑👑","lu keren king 👑👑👑","lu keren king","kamu keren king","['keren', 'king']","keren king","positif","0","0","2025-02-17 10:33:39"
"Cy👋🏻’s comment: pindah aja emngnya lu sp gw😹","pindah aja emngnya lu sp gw😹","pindah aja emngnya lu sp gw","pindah aja emngnya kamu sp saya","['pindah', 'aja', 'emngnya', 'sp']","pindah aja emngnya sp","netral","2","2","2025-03-02 03:25:50"
"💗✨’s comment: nasionalisme bapa² yang ambil uang kita bukannya lebih perlu diragukan?","nasionalisme bapa² yang ambil uang kita bukannya lebih perlu diragukan?","nasionalisme bapa² yang ambil uang kita bukannya lebih perlu diragukan","nasionalisme bapa² yang ambil uang kita bukannya lebih perlu diragukan","['nasionalisme', 'ambil', 'uang', 'ragu']","nasionalisme ambil uang ragu","negatif","0","0","2025-02-18 09:11:12"
"Si Amang’s comment: kita ndak makan nasionalisme😅😂","kita ndak makan nasionalisme😅😂","kita ndak makan nasionalisme","kita ndak makan nasionalisme","['ndak', 'makan', 'nasionalisme']","ndak makan nasionalisme","negatif","11","0","2025-02-12 09:48:37"
"Neyma Story’s comment: bener pak.mau enak nya aja.
nanti kalo sudah enak jangan kasih mereka pulang pak....","bener pak.mau enak nya aja.
nanti kalo sudah enak jangan kasih mereka pulang pak....","bener pakmau enak nya aja nanti kalo sudah enak jangan kasih mereka pulang pak","benar pakmau enak nya aja nanti kalau sudah enak jangan kasih mereka pulang pak","['pakmau', 'enak', 'aja', 'enak', 'kasih', 'pulang']","pakmau enak aja enak kasih pulang","positif","1","0","2025-02-18 05:18:42"
"QiuAvatar QiuAvatar’s comment: pantaskah Dia bicara sperti itu...","pantaskah Dia bicara sperti itu...","pantaskah dia bicara sperti itu","pantaskah dia bicara sperti itu","['pantas', 'bicara', 'sperti']","pantas bicara sperti","netral","0","0","2025-02-18 02:38:59"
"nɐbil’s comment: emang yang disini juga ada nasionalis?😂","emang yang disini juga ada nasionalis?😂","emang yang disini juga ada nasionalis","memang yang disini juga ada nasionalis","['nasionalis']","nasionalis","negatif","2","0","2025-02-15 01:20:59"
"Ernayanti Rumahorbo’s comment: adek ku krj dimlasya,bisa ngasih mkn ortu,diindonesia dia kerja,beli kolor j mikir🤣😁","adek ku krj dimlasya,bisa ngasih mkn ortu,diindonesia dia kerja,beli kolor j mikir🤣😁","adek ku krj dimlasyabisa ngasih mkn ortudiindonesia dia kerjabeli kolor j mikir","adek saya krj dimlasyabisa ngasih mkn ortudiindonesia dia kerjabeli kolor j mikir","['adek', 'krj', 'dimlasyabisa', 'ngasih', 'mkn', 'ortudiindonesia', 'kerjabeli', 'kolor', 'mikir']","adek krj dimlasyabisa ngasih mkn ortudiindonesia kerjabeli kolor mikir","positif","0","0","2025-02-20 15:10:42"
"yang penting makan duit halal pak🤣","yang penting makan duit halal pak🤣","yang penting makan duit halal pak","yang penting makan duit halal pak","['makan', 'duit', 'halal']","makan duit halal","netral","1","0","2025-02-19 07:44:18"
"grayak'e gemuh raya’s comment: mending pindah luar negri.. penghasilan lumayan..","mending pindah luar negri.. penghasilan lumayan..","mending pindah luar negri penghasilan lumayan","mending pindah luar negri penghasilan lumayan","['mending', 'pindah', 'negri', 'hasil', 'lumayan']","mending pindah negri hasil lumayan","positif","2","0","2025-02-19 07:23:12"
"Mutia’s comment: klo ada ksempatan juga mau bang...justru klo diluar rasa nasionalismenya smakin kuat bro","klo ada ksempatan juga mau bang...justru klo diluar rasa nasionalismenya smakin kuat bro","klo ada ksempatan juga mau bangjustru klo diluar rasa nasionalismenya smakin kuat bro","kalau ada ksempatan juga mau bangjustru kalau diluar rasa nasionalismenya smakin kuat bro","['ksempatan', 'bangjustru', 'luar', 'nasionalisme', 'smakin', 'kuat', 'bro']","ksempatan bangjustru luar nasionalisme smakin kuat bro","positif","0","0","2025-02-20 13:06:35"
"🦁’s comment: tolong siapapun ajak aku caranya kerja di luar negeri 😭🙏","tolong siapapun ajak aku caranya kerja di luar negeri 😭🙏","tolong siapapun ajak aku caranya kerja di luar negeri","tolong siapapun ajak saya caranya kerja di luar negeri","['tolong', 'ajak', 'kerja', 'negeri']","tolong ajak kerja negeri","positif","1","0","2025-02-13 10:33:09"
"sam’s comment: apa nasiolanime balik gimanaya ,kerjanya nyusahin aja","apa nasiolanime balik gimanaya ,kerjanya nyusahin aja","apa nasiolanime balik gimanaya kerjanya nyusahin aja","apa nasiolanime balik gimanaya kerjanya nyusahin aja","['nasiolanime', 'gimanaya', 'kerja', 'nyusahin', 'aja']","nasiolanime gimanaya kerja nyusahin aja","negatif","0","0","2025-02-20 05:00:25"
"A’s comment: kak info loker buat SMK dong, dari fresh graduate sampe skrng udh layu ga fresh lagi😭","kak info loker buat SMK dong, dari fresh graduate sampe skrng udh layu ga fresh lagi😭","kak info loker buat smk dong dari fresh graduate sampe skrng udh layu ga fresh lagi","kak info loker buat smk dong dari fresh graduate sampe skrng sudah layu tidak fresh lagi","['kak', 'info', 'loker', 'smk', 'fresh', 'graduate', 'sampe', 'skrng', 'layu', 'fresh']","kak info loker smk fresh graduate sampe skrng layu fresh","negatif","0","0","2025-02-14 13:12:47"
"madonesia’s comment: gw nyesel kuliah di kesehatan,kuliah mhal2..pas mau cri kerja,nauzubillah sulit nya.honorer Di puskesmas,tau lah kan gaji cuma2,trima skli 3 blan.krja nya mlebihi PNS..","gw nyesel kuliah di kesehatan,kuliah mhal2..pas mau cri kerja,nauzubillah sulit nya.honorer Di puskesmas,tau lah kan gaji cuma2,trima skli 3 blan.krja nya mlebihi PNS..","gw nyesel kuliah di kesehatankuliah mhal2pas mau cri kerjanauzubillah sulit nyahonorer di puskesmastau lah kan gaji cuma2trima skli 3 blankrja nya mlebihi pns","saya nyesel kuliah di kesehatankuliah mhal2pas mau cri kerjanauzubillah sulit nyahonorer di puskesmastau lah kan gaji cuma2trima skli 3 blankrja nya mlebihi pns","['nyesel', 'kuliah', 'kesehatankuliah', 'cri', 'kerjanauzubillah', 'sulit', 'nyahonorer', 'puskesmastau', 'gaji', 'skli', 'blankrja', 'mlebihi', 'pns']","nyesel kuliah kesehatankuliah cri kerjanauzubillah sulit nyahonorer puskesmastau gaji skli blankrja mlebihi pns","negatif","0","0","2025-02-20 02:13:46"
"InisialM🤡’s comment: bismillah kabur aja dulu😂😂😂","bismillah kabur aja dulu😂😂😂","bismillah kabur aja dulu","bismillah kabur aja dulu","['bismillah', 'kabur', 'aja']","bismillah kabur aja","positif","0","0","2025-02-14 15:17:08"
"contoh yang nasionalisme gimna pak?","contoh yang nasionalisme gimna pak?","contoh yang nasionalisme gimna pak","contoh yang nasionalisme gimna pak","['contoh', 'nasionalisme', 'gimna']","contoh nasionalisme gimna","negatif","0","0","2025-02-16 13:17:48"
"ayam goleng’s comment: awas jatuh bg ntr jual pulau lagi 😂😂😂","awas jatuh bg ntr jual pulau lagi 😂😂😂","awas jatuh bg ntr jual pulau lagi","awas jatuh bg ntr jual pulau lagi","['awas', 'jatuh', 'bg', 'ntr', 'jual', 'pulau']","awas jatuh bg ntr jual pulau","negatif","1","0","2025-02-15 00:31:45"
"’s comment: -indeks korupsi meningkat
-standar hidup layak diturunkan
-pengangguran makin banyak
- pajak tinggi
-harga kebutuhan pokok naik
-birokrasi amburadul
-pungli dimana mana
-infrastruktur banyak yg rusak","-indeks korupsi meningkat
-standar hidup layak diturunkan
-pengangguran makin banyak
- pajak tinggi
-harga kebutuhan pokok naik
-birokrasi amburadul
-pungli dimana mana
-infrastruktur banyak yg rusak","indeks korupsi meningkat standar hidup layak diturunkan pengangguran makin banyak pajak tinggi harga kebutuhan pokok naik birokrasi amburadul pungli dimana mana infrastruktur banyak yg rusak","indeks korupsi meningkat standar hidup layak diturunkan pengangguran makin banyak pajak tinggi harga kebutuhan pokok naik birokrasi amburadul pungli dimana mana infrastruktur banyak yang rusak","['indeks', 'korupsi', 'tingkat', 'standar', 'hidup', 'layak', 'turun', 'anggur', 'pajak', 'harga', 'butuh', 'pokok', 'birokrasi', 'amburadul', 'pungli', 'mana', 'infrastruktur', 'rusak']","indeks korupsi tingkat standar hidup layak turun anggur pajak harga butuh pokok birokrasi amburadul pungli mana infrastruktur rusak","negatif","0","0","2025-02-14 14:33:21"
"giliran kejebak di luar negri ""tolong saya pemerintah, saya tersiksa di sini, tolong saya""
🤣🤣🤣🤣","giliran kejebak di luar negri ""tolong saya pemerintah, saya tersiksa di sini, tolong saya""
🤣🤣🤣🤣","giliran kejebak di luar negri tolong saya pemerintah saya tersiksa di sini tolong saya","giliran kejebak di luar negri tolong saya pemerintah saya tersiksa di sini tolong saya","['gilir', 'jebak', 'negri', 'tolong', 'perintah', 'siksa', 'tolong']","gilir jebak negri tolong perintah siksa tolong","negatif","0","0","2025-02-17 08:17:41"
"🔥🔥 coba keluar negeri gaj ribet dan mahal, sudah dari kemaren gua bawa sekeluarga pindah aja, gak betah hidup di negara penuh dengan Tirani penguasa","🔥🔥 coba keluar negeri gaj ribet dan mahal, sudah dari kemaren gua bawa sekeluarga pindah aja, gak betah hidup di negara penuh dengan Tirani penguasa","coba keluar negeri gaj ribet dan mahal sudah dari kemaren gua bawa sekeluarga pindah aja gak betah hidup di negara penuh dengan tirani penguasa","coba keluar negeri gaj ribet dan mahal sudah dari kemaren saya bawa sekeluarga pindah aja tidak betah hidup di negara penuh dengan tirani penguasa","['coba', 'negeri', 'gaj', 'ribet', 'mahal', 'kemaren', 'bawa', 'keluarga', 'pindah', 'aja', 'betah', 'hidup', 'negara', 'penuh', 'tirani', 'kuasa']","coba negeri gaj ribet mahal kemaren bawa keluarga pindah aja betah hidup negara penuh tirani kuasa","positif","0","0","2025-02-20 02:02:20"
"🍁Dindaaa💜’s comment: DIPAKSA SEHAT DI NEGARA YANG SAKIT 🔥🙏","DIPAKSA SEHAT DI NEGARA YANG SAKIT 🔥🙏","dipaksa sehat di negara yang sakit","dipaksa sehat di negara yang sakit","['paksa', 'sehat', 'negara', 'sakit']","paksa sehat negara sakit","positif","0","0","2025-02-17 06:14:53"
"Kipot150’s comment: nasionalisme nanti dulu sekarang mentingin kesejahteraan hidup dulu","nasionalisme nanti dulu sekarang mentingin kesejahteraan hidup dulu","nasionalisme nanti dulu sekarang mentingin kesejahteraan hidup dulu","nasionalisme nanti dulu sekarang mentingin kesejahteraan hidup dulu","['nasionalisme', 'mentingin', 'sejahtera', 'hidup']","nasionalisme mentingin sejahtera hidup","negatif","0","0","2025-02-16 13:39:18"
"Mukhlisalnsptr’s comment: Selagi Duit banyak Ra pikirno Yo mas","Selagi Duit banyak Ra pikirno Yo mas","selagi duit banyak ra pikirno yo mas","selagi duit banyak ra pikirno yo mas","['selagi', 'duit', 'ra', 'pikirno', 'yo', 'mas']","selagi duit ra pikirno yo mas","netral","0","0","2025-02-18 23:07:55"
"ℝ𝕚𝕔𝕜𝕪ℝ𝔽_𝕆𝕗𝕗𝕚𝕔𝕚𝕒𝕝’s comment: ingat kata Abang itu, YANG PENTING MAU KERJA ingat itu kawan, jangan sifat malas dan pilih pilih di indo lu bawa kesana 😹","ingat kata Abang itu, YANG PENTING MAU KERJA ingat itu kawan, jangan sifat malas dan pilih pilih di indo lu bawa kesana 😹","ingat kata abang itu yang penting mau kerja ingat itu kawan jangan sifat malas dan pilih pilih di indo lu bawa kesana","ingat kata abang itu yang penting mau kerja ingat itu kawan jangan sifat malas dan pilih pilih di indonesia kamu bawa kesana","['abang', 'kerja', 'kawan', 'sifat', 'malas', 'pilih', 'pilih', 'indonesia', 'bawa', 'kesana']","abang kerja kawan sifat malas pilih pilih indonesia bawa kesana","netral","0","0","2025-02-19 15:03:45"
"kabur aja, jgn di Indonesia, pejabat nya yg tambah kayak bersama cukong dan kompeni nya","kabur aja, jgn di Indonesia, pejabat nya yg tambah kayak bersama cukong dan kompeni nya","kabur aja jgn di indonesia pejabat nya yg tambah kayak bersama cukong dan kompeni nya","kabur aja jgn di indonesia pejabat nya yang tambah kayak bersama cukong dan kompeni nya","['kabur', 'aja', 'jgn', 'indonesia', 'jabat', 'kayak', 'cukong', 'kompeni']","kabur aja jgn indonesia jabat kayak cukong kompeni","negatif","0","0","2025-02-19 22:49:36"
"kalah ama singapur 😌","kalah ama singapur 😌","kalah ama singapur","kalah ama singapur","['kalah', 'ama', 'singapur']","kalah ama singapur","negatif","0","0","2025-02-15 02:04:37"
"300T’s comment: lihat posting gw","lihat posting gw","lihat posting gw","lihat posting saya","['lihat', 'posting']","lihat posting","netral","0","0","2025-02-18 16:25:57"
"Wargametro’s comment: Ngemeng wae","Ngemeng wae","ngemeng wae","ngemeng wae","['ngemeng', 'wae']","ngemeng wae","netral","19","1","2025-02-11 23:48:16"
"frcntk✓’s comment: selamat bang,entar nyusul dah😭","selamat bang,entar nyusul dah😭","selamat bangentar nyusul dah","selamat bangentar nyusul dah","['selamat', 'bangentar', 'nyusul', 'dah']","selamat bangentar nyusul dah","positif","1","0","2025-02-13 12:44:13"
"_anakbqik2’s comment: I Will","I Will","i will","i will","['will']","will","positif","0","0","2025-02-12 12:24:44"
"negara Indonesia akan saya ubah 100% menjadi negara bersih dan maju (anti koruptor), tapi tunggu saya sampai puncak⛰️","negara Indonesia akan saya ubah 100% menjadi negara bersih dan maju (anti koruptor), tapi tunggu saya sampai puncak⛰️","negara indonesia akan saya ubah 100 menjadi negara bersih dan maju anti koruptor tapi tunggu saya sampai puncak","negara indonesia akan saya ubah 100 menjadi negara bersih dan maju anti koruptor tapi tunggu saya sampai puncak","['negara', 'indonesia', 'ubah', 'negara', 'bersih', 'maju', 'anti', 'koruptor', 'tunggu', 'puncak']","negara indonesia ubah negara bersih maju anti koruptor tunggu puncak","positif","0","0","2025-02-21 03:10:14"
"🦖’s comment: lulusan s1 gaji kaya security😭","lulusan s1 gaji kaya security😭","lulusan s1 gaji kaya security","lulusan s1 gaji kaya security","['lulus', 'gaji', 'kaya', 'security']","lulus gaji kaya security","negatif","0","0","2025-02-16 16:00:54"
"maaf pak kita lebih memilih negara yang memanusiakan manusia","maaf pak kita lebih memilih negara yang memanusiakan manusia","maaf pak kita lebih memilih negara yang memanusiakan manusia","maaf pak kita lebih memilih negara yang memanusiakan manusia","['maaf', 'pilih', 'negara', 'manusia', 'manusia']","maaf pilih negara manusia manusia","positif","1","0","2025-02-17 16:58:50"
"laaaaad’s comment: it's my big dream✨","it's my big dream✨","its my big dream","its my big dream","['its', 'my', 'big', 'dream']","its my big dream","positif","1","1","2025-02-12 12:34:01"
"Sugar Baby-Nya SUGA’s comment: Orang yg TiDak Berani keLUAR NEGRi
adalah orang PESimis dan PENAKUT...
mereka Gak bakaL pernah tau Jati Diri .","Orang yg TiDak Berani keLUAR NEGRi
adalah orang PESimis dan PENAKUT...
mereka Gak bakaL pernah tau Jati Diri .","orang yg tidak berani keluar negri adalah orang pesimis dan penakut mereka gak bakal pernah tau jati diri","orang yang tidak berani keluar negri adalah orang pesimis dan penakut mereka tidak bakal pernah tau jati diri","['orang', 'berani', 'negri', 'orang', 'pesimis', 'takut', 'tau', 'jati']","orang berani negri orang pesimis takut tau jati","negatif","0","0","2025-02-14 16:16:33"
"1 bulan paling gede 4 juta cuma di indo🤣","1 bulan paling gede 4 juta cuma di indo🤣","1 bulan paling gede 4 juta cuma di indo","1 bulan paling gede 4 juta cuma di indonesia","['gede', 'juta', 'indonesia']","gede juta indonesia","negatif","2","0","2025-02-14 01:20:17"
"panggilsajajosh’s comment: nasionalisme kau bilang?? atur dulu kebijakan tentang tenaga kerja dan pengupahan, baru boleh cakap soal nasionalisme","nasionalisme kau bilang?? atur dulu kebijakan tentang tenaga kerja dan pengupahan, baru boleh cakap soal nasionalisme","nasionalisme kau bilang atur dulu kebijakan tentang tenaga kerja dan pengupahan baru boleh cakap soal nasionalisme","nasionalisme kamu bilang atur dulu kebijakan tentang tenaga kerja dan pengupahan baru boleh cakap soal nasionalisme","['nasionalisme', 'bilang', 'atur', 'bijak', 'tenaga', 'kerja', 'upah', 'cakap', 'nasionalisme']","nasionalisme bilang atur bijak tenaga kerja upah cakap nasionalisme","negatif","1","0","2025-02-19 07:41:59"
"Adefikashop’s comment: tunggu aku ikut #kaburajadulu next year!!!!","tunggu aku ikut #kaburajadulu next year!!!!","tunggu aku ikut next year","tunggu saya ikut next year","['tunggu', 'next', 'year']","tunggu next year","positif","0","0","2025-02-18 20:37:25"
