"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","processed","sentiment_label","likes","reply_count","created_time_formatted"
"イン 様’s comment: yang paling susah adaptasi berdasarkan pengalaman pribadi, kalo pas musim dingin. kulit kering, bahkan sampe gatal, terus pilek","yang paling susah adaptasi berdasarkan pengalaman pribadi, kalo pas musim dingin. kulit kering, bahkan sampe gatal, terus pilek","yang paling susah adaptasi berdasarkan pengalaman pribadi kalo pas musim dingin kulit kering bahkan sampe gatal terus pilek","yang paling susah adaptasi berdasarkan pengalaman pribadi kalau pas musim dingin kulit kering bahkan sampe gatal terus pilek","['susah', 'adaptasi', 'dasar', 'alam', 'pribadi', 'pas', 'musim', 'dingin', 'kulit', 'kering', 'sampe', 'gatal', 'pilek']","susah adaptasi dasar alam pribadi pas musim dingin kulit kering sampe gatal pilek","netral","0","1","2025-02-18 14:15:35"
"brokenz’s comment: alaa.kyk gini d jadikan mntri","alaa.kyk gini d jadikan mntri","alaakyk gini d jadikan mntri","alaakyk gini d jadikan mntri","['alaakyk', 'gin', 'jadi', 'mntri']","alaakyk gin jadi mntri","netral","0","0","2025-02-27 14:26:47"
"Naga_xxz’s comment: Sesuai omongan prabowo 2030 Indonesia bubar","Sesuai omongan prabowo 2030 Indonesia bubar","sesuai omongan prabowo 2030 indonesia bubar","sesuai omongan prabowo 2030 indonesia bubar","['sesuai', 'omong', 'prabowo', 'indonesia', 'bubar']","sesuai omong prabowo indonesia bubar","negatif","2","0","2025-02-12 05:20:39"
"nasionalisme kok masih banyak tikus bersayap🤭","nasionalisme kok masih banyak tikus bersayap🤭","nasionalisme kok masih banyak tikus bersayap","nasionalisme kok masih banyak tikus bersayap","['nasionalisme', 'tikus', 'sayap']","nasionalisme tikus sayap","negatif","0","0","2025-02-18 13:38:22"
"ꦮꦮꦤ꧀’s comment: ga usah balik lu. bawa keluarga lu kesono😂","ga usah balik lu. bawa keluarga lu kesono😂","ga usah balik lu bawa keluarga lu kesono","tidak usah balik kamu bawa keluarga kamu kesono","['bawa', 'keluarga', 'sono']","bawa keluarga sono","negatif","0","0","2025-02-18 23:54:45"
"woyy ajakin ak","woyy ajakin ak","woyy ajakin ak","woyy ajakin ak","['woyy', 'ajakin', 'ak']","woyy ajakin ak","positif","0","0","2025-02-18 04:46:09"
"dika frya’s comment: hak ini gak kan terjadi kalo pemerintah benar-benar memikirkan rakyat nya, kebanyakan cm mikirin golongan nya saja","hak ini gak kan terjadi kalo pemerintah benar-benar memikirkan rakyat nya, kebanyakan cm mikirin golongan nya saja","hak ini gak kan terjadi kalo pemerintah benarbenar memikirkan rakyat nya kebanyakan cm mikirin golongan nya saja","hak ini tidak kan terjadi kalau pemerintah benarbenar memikirkan rakyat nya kebanyakan cm mikirin golongan nya saja","['hak', 'perintah', 'benarbenar', 'pikir', 'rakyat', 'banyak', 'cm', 'mikirin', 'golong']","hak perintah benarbenar pikir rakyat banyak cm mikirin golong","negatif","0","0","2025-02-14 14:56:34"
"Bang Dho’s comment: menakar nasionalisme itu bukan dari kerja di dlm atau luar negeri Pak... rakyat juga gak sebodoh itu. kecintaan sama tanah air, dimanapun mereka tinggal saya kira gak akan berubah...","menakar nasionalisme itu bukan dari kerja di dlm atau luar negeri Pak... rakyat juga gak sebodoh itu. kecintaan sama tanah air, dimanapun mereka tinggal saya kira gak akan berubah...","menakar nasionalisme itu bukan dari kerja di dlm atau luar negeri pak rakyat juga gak sebodoh itu kecintaan sama tanah air dimanapun mereka tinggal saya kira gak akan berubah","menakar nasionalisme itu bukan dari kerja di dlm atau luar negeri pak rakyat juga tidak sebodoh itu kecintaan sama tanah air dimanapun mereka tinggal saya kira tidak akan berubah","['takar', 'nasionalisme', 'kerja', 'dlm', 'negeri', 'rakyat', 'bodoh', 'cinta', 'tanah', 'air', 'mana', 'tinggal', 'ubah']","takar nasionalisme kerja dlm negeri rakyat bodoh cinta tanah air mana tinggal ubah","negatif","1","0","2025-02-12 17:12:36"
"pwngen gw tinggal diluar negri....","pwngen gw tinggal diluar negri....","pwngen gw tinggal diluar negri","pwngen saya tinggal diluar negri","['pwngen', 'tinggal', 'luar', 'negri']","pwngen tinggal luar negri","positif","0","0","2025-02-16 15:11:23"
"FIRMAN.ID’s comment: nasionalisme itu apa ya?😳😳😳","nasionalisme itu apa ya?😳😳😳","nasionalisme itu apa ya","nasionalisme itu apa ya","['nasionalisme']","nasionalisme","netral","0","0","2025-02-20 00:43:23"
"aerii’’s comment: one day, aku bakal nepatin janji aku.","one day, aku bakal nepatin janji aku.","one day aku bakal nepatin janji aku","one day saya bakal nepatin janji saya","['one', 'day', 'nepatin', 'janji']","one day nepatin janji","positif","0","0","2025-02-12 11:22:34"
"justru saya juga meragukan nasionalis pemerintah untungnya di para pejabat doang 🤣🤣","justru saya juga meragukan nasionalis pemerintah untungnya di para pejabat doang 🤣🤣","justru saya juga meragukan nasionalis pemerintah untungnya di para pejabat doang","justru saya juga meragukan nasionalis pemerintah untungnya di para pejabat doang","['ragu', 'nasionalis', 'perintah', 'untung', 'jabat', 'doang']","ragu nasionalis perintah untung jabat doang","negatif","1","0","2025-02-13 03:55:41"
"sipaling nasionalis bahlul🗿","sipaling nasionalis bahlul🗿","sipaling nasionalis bahlul","sipaling nasionalis bahlul","['sipaling', 'nasionalis', 'bahlul']","sipaling nasionalis bahlul","negatif","1","0","2025-02-14 08:50:03"
"dee’s comment: ini mah bukan negara tapi arena politik jir😹","ini mah bukan negara tapi arena politik jir😹","ini mah bukan negara tapi arena politik jir","ini mah bukan negara tapi arena politik jir","['negara', 'arena', 'politik', 'jir']","negara arena politik jir","negatif","2","0","2025-02-14 06:11:19"
"pengen tapi duit kurang 🗿","pengen tapi duit kurang 🗿","pengen tapi duit kurang","ingin tapi duit kurang","['duit']","duit","negatif","0","0","2025-02-18 14:29:48"
"Syallom Mendrofa ❤️’s comment: justru saya meragukan kerja para penjabat di Negara ini pak...","justru saya meragukan kerja para penjabat di Negara ini pak...","justru saya meragukan kerja para penjabat di negara ini pak","justru saya meragukan kerja para penjabat di negara ini pak","['ragu', 'kerja', 'jabat', 'negara']","ragu kerja jabat negara","positif","1","0","2025-02-14 07:12:18"
"la dinegara sendiri juga nga ada lapangan kerja susah","la dinegara sendiri juga nga ada lapangan kerja susah","la dinegara sendiri juga nga ada lapangan kerja susah","la dinegara sendiri juga nga ada lapangan kerja susah","['la', 'negara', 'nga', 'lapang', 'kerja', 'susah']","la negara nga lapang kerja susah","negatif","3","0","2025-02-12 05:30:00"
"Farhan.’s comment: halah aku di Jepang udah jalan 3 tahun, aman ko orang Jepang baik tergantung sikap kita juga ke mereka","halah aku di Jepang udah jalan 3 tahun, aman ko orang Jepang baik tergantung sikap kita juga ke mereka","halah aku di jepang udah jalan 3 tahun aman ko orang jepang baik tergantung sikap kita juga ke mereka","halah saya di jepang sudah jalan 3 tahun aman ko orang jepang baik tergantung sikap kita juga ke mereka","['halah', 'jepang', 'jalan', 'aman', 'ko', 'orang', 'jepang', 'gantung', 'sikap']","halah jepang jalan aman ko orang jepang gantung sikap","positif","0","0","2025-02-14 18:09:43"
"ghjia’s comment: MAS, bawa aku pergi dari sini","MAS, bawa aku pergi dari sini","mas bawa aku pergi dari sini","mas bawa saya pergi dari sini","['mas', 'bawa', 'pergi']","mas bawa pergi","positif","3","0","2025-02-13 07:58:30"
"NULLA AETAS’s comment: Harusny Pejabat2 mikir untuk sejahtrakan Rakyat, Lebih Lumrah Pejabat punya Industrial daripada Korupsi","Harusny Pejabat2 mikir untuk sejahtrakan Rakyat, Lebih Lumrah Pejabat punya Industrial daripada Korupsi","harusny pejabat2 mikir untuk sejahtrakan rakyat lebih lumrah pejabat punya industrial daripada korupsi","harusny pejabat2 mikir untuk sejahtrakan rakyat lebih lumrah pejabat punya industrial daripada korupsi","['harusny', 'mikir', 'sejahtrakan', 'rakyat', 'lumrah', 'jabat', 'industrial', 'korupsi']","harusny mikir sejahtrakan rakyat lumrah jabat industrial korupsi","negatif","24","7","2025-02-12 04:02:56"
"Capricorn🐏’s comment: Btw tngan nya putih bngt","Btw tngan nya putih bngt","btw tngan nya putih bngt","ngomong-ngomong tngan nya putih banget","['tngan', 'putih', 'banget']","tngan putih banget","netral","0","0","2025-02-20 02:07:20"
"kelass kinggg🤙","kelass kinggg🤙","kelass kinggg","kelass king","['kelass', 'king']","kelass king","netral","0","0","2025-02-16 02:22:48"
"banyak banget yang komen woii","banyak banget yang komen woii","banyak banget yang komen woii","banyak banget yang komen woii","['banget', 'woii']","banget woii","netral","1","0","2025-02-12 15:01:21"
"Vikki Wardana’s comment: hiduplah dimana kamu di hargai dan di sejahterakan","hiduplah dimana kamu di hargai dan di sejahterakan","hiduplah dimana kamu di hargai dan di sejahterakan","hiduplah dimana kamu di hargai dan di sejahterakan","['hidup', 'mana', 'harga', 'sejahtera']","hidup mana harga sejahtera","positif","1","0","2025-02-13 23:02:28"
"Salsabilaa’s comment: udh nasionalisme tp gk d hargai buat apaa 😂","udh nasionalisme tp gk d hargai buat apaa 😂","udh nasionalisme tp gk d hargai buat apaa","sudah nasionalisme tp tidak d hargai buat apaa","['nasionalisme', 'tp', 'harga', 'apaa']","nasionalisme tp harga apaa","positif","0","0","2025-02-16 04:56:33"
"toooo’s comment: menurut aku apa yang di lakukan sudah benar oleh anak muda, untuk alasan susah beradaptasi kita akan berbaur dengan masyarakat tentunya itu nanti akan jadi kebiasaan kita, kalau kita semua berfikiran susah beradaptasi, atau apa lah lagi, kita anak muda banyak kepintaran AI yang bisa kita manfaatkan sebagai bahan belajar dan bertanya","menurut aku apa yang di lakukan sudah benar oleh anak muda, untuk alasan susah beradaptasi kita akan berbaur dengan masyarakat tentunya itu nanti akan jadi kebiasaan kita, kalau kita semua berfikiran susah beradaptasi, atau apa lah lagi, kita anak muda banyak kepintaran AI yang bisa kita manfaatkan sebagai bahan belajar dan bertanya","menurut aku apa yang di lakukan sudah benar oleh anak muda untuk alasan susah beradaptasi kita akan berbaur dengan masyarakat tentunya itu nanti akan jadi kebiasaan kita kalau kita semua berfikiran susah beradaptasi atau apa lah lagi kita anak muda banyak kepintaran ai yang bisa kita manfaatkan sebagai bahan belajar dan bertanya","menurut saya apa yang di lakukan sudah benar oleh anak muda untuk alasan susah beradaptasi kita akan berbaur dengan masyarakat tentunya itu nanti akan jadi kebiasaan kita kalau kita semua berfikiran susah beradaptasi atau apa lah lagi kita anak muda banyak kepintaran ai yang bisa kita manfaatkan sebagai bahan belajar dan bertanya","['laku', 'anak', 'muda', 'alas', 'susah', 'adaptasi', 'baur', 'masyarakat', 'biasa', 'berfikiran', 'susah', 'adaptasi', 'anak', 'muda', 'pintar', 'ai', 'manfaat', 'bahan', 'ajar']","laku anak muda alas susah adaptasi baur masyarakat biasa berfikiran susah adaptasi anak muda pintar ai manfaat bahan ajar","positif","0","0","2025-02-17 07:16:22"
"hermanmansyah782’s comment: bisa bisanya ngomong gitu pak menteri,kami mau beli gas untuk masak aja di persulit,","bisa bisanya ngomong gitu pak menteri,kami mau beli gas untuk masak aja di persulit,","bisa bisanya ngomong gitu pak menterikami mau beli gas untuk masak aja di persulit","bisa bisanya ngomong begitu pak menterikami mau beli gas untuk masak aja di persulit","['bisa', 'ngomong', 'menterikami', 'beli', 'gas', 'masak', 'aja', 'sulit']","bisa ngomong menterikami beli gas masak aja sulit","negatif","0","0","2025-02-18 05:42:42"
"karna yg kabur tidak merasa bersyukur hidup di tanah Indonesia
karna memang kalian tidak tahu terima kasih terhadap pahlawan Nasional yg telah","karna yg kabur tidak merasa bersyukur hidup di tanah Indonesia
karna memang kalian tidak tahu terima kasih terhadap pahlawan Nasional yg telah","karna yg kabur tidak merasa bersyukur hidup di tanah indonesia karna memang kalian tidak tahu terima kasih terhadap pahlawan nasional yg telah","karena yang kabur tidak merasa bersyukur hidup di tanah indonesia karena memang kalian tidak tahu terima kasih terhadap pahlawan nasional yang telah","['kabur', 'syukur', 'hidup', 'tanah', 'indonesia', 'terima', 'kasih', 'pahlawan', 'nasional']","kabur syukur hidup tanah indonesia terima kasih pahlawan nasional","negatif","0","0","2025-02-19 10:48:03"
"indahsariayuwandira’s comment: di indonesia krja dri jam 10 pgi smpe jm 9 mlem di gajii 1bulan 800rb wkwkwk menyala indonesiaku","di indonesia krja dri jam 10 pgi smpe jm 9 mlem di gajii 1bulan 800rb wkwkwk menyala indonesiaku","di indonesia krja dri jam 10 pgi smpe jm 9 mlem di gajii 1bulan 800rb wkwkwk menyala indonesiaku","di indonesia krja dri jam 10 pgi smpe jm 9 mlem di gajii 1bulan 800rb wkwkwk menyala indonesiaku","['indonesia', 'krja', 'dri', 'pgi', 'smpe', 'jm', 'mlem', 'gaji', 'wkwkwk', 'nyala', 'indonesia']","indonesia krja dri pgi smpe jm mlem gaji wkwkwk nyala indonesia","negatif","0","0","2025-02-21 19:38:51"
"4z’s comment: pengen ke jepang trus tinggal di pendesaanny🤭","pengen ke jepang trus tinggal di pendesaanny🤭","pengen ke jepang trus tinggal di pendesaanny","ingin ke jepang trus tinggal di pendesaanny","['jepang', 'trus', 'tinggal', 'pendesaanny']","jepang trus tinggal pendesaanny","positif","0","1","2025-02-19 10:03:04"
"panda~girl🐼’s comment: wkwk aku ada rencana pen pindah China, tapi kudu cari cowo China dulu itu yg paling gampang buat kewarganegaraan😅","wkwk aku ada rencana pen pindah China, tapi kudu cari cowo China dulu itu yg paling gampang buat kewarganegaraan😅","wkwk aku ada rencana pen pindah china tapi kudu cari cowo china dulu itu yg paling gampang buat kewarganegaraan","wkwk saya ada rencana pen pindah china tapi kudu cari cowo china dulu itu yang paling gampang buat kewarganegaraan","['wkwk', 'rencana', 'pen', 'pindah', 'china', 'kudu', 'cari', 'cowo', 'china', 'gampang', 'kewarganegaraan']","wkwk rencana pen pindah china kudu cari cowo china gampang kewarganegaraan","negatif","1","0","2025-02-14 05:26:48"
"Andre awak cs’s comment: Money money nya dah ada, tinggal paspor aja belum 😭😭😭","Money money nya dah ada, tinggal paspor aja belum 😭😭😭","money money nya dah ada tinggal paspor aja belum","money money nya dah ada tinggal paspor aja belum","['money', 'money', 'dah', 'tinggal', 'paspor', 'aja']","money money dah tinggal paspor aja","positif","0","1","2025-02-11 08:05:53"
"positif thinking dia nanya diri sendiri itu","positif thinking dia nanya diri sendiri itu","positif thinking dia nanya diri sendiri itu","positif thinking dia nanya diri sendiri itu","['positif', 'thinking', 'nanya']","positif thinking nanya","positif","1","0","2025-02-13 02:17:16"
"Milkyways🍰’s comment: gw mau belajar biar pinter terus dpt beasiswa di jerman lalu dah betah di sana dan punya temen dan akhirnya aku tinggal di Jerman","gw mau belajar biar pinter terus dpt beasiswa di jerman lalu dah betah di sana dan punya temen dan akhirnya aku tinggal di Jerman","gw mau belajar biar pinter terus dpt beasiswa di jerman lalu dah betah di sana dan punya temen dan akhirnya aku tinggal di jerman","saya mau belajar biar pinter terus dpt beasiswa di jerman lalu dah betah di sana dan punya temen dan akhirnya saya tinggal di jerman","['ajar', 'biar', 'pinter', 'dpt', 'beasiswa', 'jerman', 'dah', 'betah', 'temen', 'tinggal', 'jerman']","ajar biar pinter dpt beasiswa jerman dah betah temen tinggal jerman","positif","1","1","2025-03-04 07:27:03"
"biang masalah dinegeri ini mulyono,mulyani,sibahlul sama siluhut tu 4 orang kalau bikin kebijakan pasti gk ada yg kompeten, nyusahin masyarakat yg ada😂","biang masalah dinegeri ini mulyono,mulyani,sibahlul sama siluhut tu 4 orang kalau bikin kebijakan pasti gk ada yg kompeten, nyusahin masyarakat yg ada😂","biang masalah dinegeri ini mulyonomulyanisibahlul sama siluhut tu 4 orang kalau bikin kebijakan pasti gk ada yg kompeten nyusahin masyarakat yg ada","biang masalah dinegeri ini mulyonomulyanisibahlul sama siluhut itu 4 orang kalau bikin kebijakan pasti tidak ada yang kompeten nyusahin masyarakat yang ada","['biang', 'negeri', 'mulyonomulyanisibahlul', 'siluhut', 'orang', 'bikin', 'bijak', 'kompeten', 'nyusahin', 'masyarakat']","biang negeri mulyonomulyanisibahlul siluhut orang bikin bijak kompeten nyusahin masyarakat","negatif","0","0","2025-02-16 00:19:59"
"Australia🇦🇺 Semoga tuhann #kaburajadulu","Australia🇦🇺 Semoga tuhann #kaburajadulu","australia semoga tuhann","australia semoga tuhann","['australia', 'moga', 'tuhann']","australia moga tuhann","positif","2","0","2025-02-12 05:24:31"
"ericaa’s comment: salju gratis, gaji banyak, lingkungan bagus, negara maju, nyari kerja gasusah” amat, orangnya sopan santun
#Kaburajadulu","salju gratis, gaji banyak, lingkungan bagus, negara maju, nyari kerja gasusah” amat, orangnya sopan santun
#Kaburajadulu","salju gratis gaji banyak lingkungan bagus negara maju nyari kerja gasusah amat orangnya sopan santun","salju gratis gaji banyak lingkungan bagus negara maju mencari kerja gasusah amat orangnya sopan santun","['salju', 'gratis', 'gaji', 'lingkung', 'bagus', 'negara', 'maju', 'cari', 'kerja', 'gasusah', 'orang', 'sopan', 'santun']","salju gratis gaji lingkung bagus negara maju cari kerja gasusah orang sopan santun","positif","1","0","2025-02-14 11:47:01"
"Rikooooo’s comment: tutor dong bang🙏","tutor dong bang🙏","tutor dong bang","tutor dong bang","['tutor', 'bang']","tutor bang","netral","0","0","2025-02-16 02:36:58"
"cuma gabut’s comment: Udah cape tinggal di negri dongeng","Udah cape tinggal di negri dongeng","udah cape tinggal di negri dongeng","sudah cape tinggal di negri dongeng","['cape', 'tinggal', 'negri', 'dongeng']","cape tinggal negri dongeng","positif","0","0","2025-02-14 16:32:56"
"Bulu ketek Jennie’s comment: Cinta Indonesia tpi ga cinta pemerintah nya 😹","Cinta Indonesia tpi ga cinta pemerintah nya 😹","cinta indonesia tpi ga cinta pemerintah nya","cinta indonesia tpi tidak cinta pemerintah nya","['cinta', 'indonesia', 'tpi', 'cinta', 'perintah']","cinta indonesia tpi cinta perintah","negatif","1","0","2025-02-12 10:34:42"
"lbh enak cari kerja di luar negeri ,aku lbh betah di negeri orang","lbh enak cari kerja di luar negeri ,aku lbh betah di negeri orang","lbh enak cari kerja di luar negeri aku lbh betah di negeri orang","lbh enak cari kerja di luar negeri saya lbh betah di negeri orang","['lbh', 'enak', 'cari', 'kerja', 'negeri', 'lbh', 'betah', 'negeri', 'orang']","lbh enak cari kerja negeri lbh betah negeri orang","positif","1","0","2025-02-20 02:01:50"
"Gilang Pratama’s comment: Muantul🗿","Muantul🗿","muantul","muantul","['muantul']","muantul","positif","0","0","2025-02-17 05:32:14"
"cat’s comment: kaaa ajakkk aku aku udah ga kuattt","kaaa ajakkk aku aku udah ga kuattt","kaaa ajakkk aku aku udah ga kuattt","ka ajak saya saya sudah tidak kuat","['ka', 'ajak', 'kuat']","ka ajak kuat","positif","0","0","2025-02-12 00:16:32"
"Eяeй_Yeαgεя_ッ’s comment: pejabat aja GK ada rasa kemanusiaan, dan meragukan nasionalisme rakyatnya , lol","pejabat aja GK ada rasa kemanusiaan, dan meragukan nasionalisme rakyatnya , lol","pejabat aja gk ada rasa kemanusiaan dan meragukan nasionalisme rakyatnya lol","pejabat aja tidak ada rasa kemanusiaan dan meragukan nasionalisme rakyatnya lol","['jabat', 'aja', 'manusia', 'ragu', 'nasionalisme', 'rakyat', 'lol']","jabat aja manusia ragu nasionalisme rakyat lol","negatif","1","0","2025-02-26 02:43:23"
"444Sncyzcz’s comment: ragukan dulu negaramu sebelum rakyat mu","ragukan dulu negaramu sebelum rakyat mu","ragukan dulu negaramu sebelum rakyat mu","ragukan dulu negaramu sebelum rakyat mu","['ragu', 'negara', 'rakyat']","ragu negara rakyat","negatif","0","0","2025-02-19 08:57:01"
"24%’s comment: yg punya duit plus ordal gampang ,yg ga punya apa²ngangong ngangong","yg punya duit plus ordal gampang ,yg ga punya apa²ngangong ngangong","yg punya duit plus ordal gampang yg ga punya apa²ngangong ngangong","yang punya duit plus ordal gampang yang tidak punya apa²ngangong ngangong","['duit', 'plus', 'ordal', 'gampang', 'ngangong']","duit plus ordal gampang ngangong","negatif","0","0","2025-02-14 11:20:08"
"William alexander Fitzgerald’s comment: weh korea enak, tau karena di sini selalu di manusiakan #kaburajadulu","weh korea enak, tau karena di sini selalu di manusiakan #kaburajadulu","weh korea enak tau karena di sini selalu di manusiakan","weh korea enak tau karena di sini selalu di manusiakan","['weh', 'korea', 'enak', 'tau', 'manusia']","weh korea enak tau manusia","positif","0","0","2025-02-14 21:26:46"
"Aldi Nando’s comment: pendidikan kesehatan biyaya nya selangit pas kerja gaji dibawah UMR menyala ga tuh, keponakan gw smpi jd warga negara Jepang 😭","pendidikan kesehatan biyaya nya selangit pas kerja gaji dibawah UMR menyala ga tuh, keponakan gw smpi jd warga negara Jepang 😭","pendidikan kesehatan biyaya nya selangit pas kerja gaji dibawah umr menyala ga tuh keponakan gw smpi jd warga negara jepang","pendidikan kesehatan biyaya nya selangit pas kerja gaji dibawah umr menyala tidak tuh keponakan saya smpi jadi warga negara jepang","['didik', 'sehat', 'biyaya', 'langit', 'pas', 'kerja', 'gaji', 'bawah', 'umr', 'nyala', 'keponakan', 'smpi', 'warga', 'negara', 'jepang']","didik sehat biyaya langit pas kerja gaji bawah umr nyala keponakan smpi warga negara jepang","positif","0","0","2025-02-16 04:57:42"
"izul.izzudin’s comment: OTW JEPANG 🔥","OTW JEPANG 🔥","otw jepang","otw jepang","['otw', 'jepang']","otw jepang","positif","6","0","2025-02-13 07:21:00"
"ini kan kl kita pindah negara g ada temen nya agak sulit, gimana kalau kita kumpulin satu RT gitu kita buat kepala suku yg jago bahasa entar kita mendirikan suatu kelompok di negara sana dan melanjutkan keturunan😭🙏","ini kan kl kita pindah negara g ada temen nya agak sulit, gimana kalau kita kumpulin satu RT gitu kita buat kepala suku yg jago bahasa entar kita mendirikan suatu kelompok di negara sana dan melanjutkan keturunan😭🙏","ini kan kl kita pindah negara g ada temen nya agak sulit gimana kalau kita kumpulin satu rt gitu kita buat kepala suku yg jago bahasa entar kita mendirikan suatu kelompok di negara sana dan melanjutkan keturunan","ini kan kalau kita pindah negara tidak ada temen nya agak sulit bagaimana kalau kita kumpulin satu rt begitu kita buat kepala suku yang jago bahasa entar kita mendirikan suatu kelompok di negara sana dan melanjutkan keturunan","['pindah', 'negara', 'temen', 'sulit', 'kumpulin', 'rt', 'kepala', 'suku', 'jago', 'bahasa', 'entar', 'diri', 'kelompok', 'negara', 'lanjut', 'turun']","pindah negara temen sulit kumpulin rt kepala suku jago bahasa entar diri kelompok negara lanjut turun","positif","2","0","2025-02-12 10:50:18"
"XEIGEN ID’s comment: kalo 1 rakyat yang pindah kira - kira Indonesia jadi apa? 🗿","kalo 1 rakyat yang pindah kira - kira Indonesia jadi apa? 🗿","kalo 1 rakyat yang pindah kira kira indonesia jadi apa","kalau 1 rakyat yang pindah kira kira indonesia jadi apa","['rakyat', 'pindah', 'indonesia']","rakyat pindah indonesia","negatif","1","0","2025-02-13 08:37:54"
"tambunan’s comment: tolong #kaburajadulu","tolong #kaburajadulu","tolong","tolong","['tolong']","tolong","negatif","0","0","2025-02-11 07:30:42"
"larassati Jambi 🇮🇩’s comment: negara kalau banyak peraturan malah hancur pak.
apalagi banyak peraturan yg dibuat banyak juga yg di langgar.","negara kalau banyak peraturan malah hancur pak.
apalagi banyak peraturan yg dibuat banyak juga yg di langgar.","negara kalau banyak peraturan malah hancur pak apalagi banyak peraturan yg dibuat banyak juga yg di langgar","negara kalau banyak peraturan malah hancur pak apalagi banyak peraturan yang dibuat banyak juga yang di langgar","['negara', 'atur', 'hancur', 'atur', 'langgar']","negara atur hancur atur langgar","negatif","0","0","2025-02-18 02:39:48"
"Ahmad’s comment: bismillah jepang yaaallah","bismillah jepang yaaallah","bismillah jepang yaaallah","bismillah jepang yallah","['bismillah', 'jepang', 'yallah']","bismillah jepang yallah","positif","0","0","2025-02-12 03:41:58"
"papa’s comment: #kabur aja dlu, Ke kamboja jangan ya dek yaa😂","#kabur aja dlu, Ke kamboja jangan ya dek yaa😂","aja dlu ke kamboja jangan ya dek yaa","aja dlu ke kamboja jangan ya dek yaa","['aja', 'dlu', 'kamboja', 'dek', 'yaa']","aja dlu kamboja dek yaa","positif","0","0","2025-02-14 13:07:57"
"Kulturalisme°π√’s comment: UMUR 35 Dianggap Lansia di Negeri Sendiri.. Sementara Pejabat yg Haus Kekuasaan sekalipum dia Pincang, Buta, uzur umur udah di ubun2 masih di pakai","UMUR 35 Dianggap Lansia di Negeri Sendiri.. Sementara Pejabat yg Haus Kekuasaan sekalipum dia Pincang, Buta, uzur umur udah di ubun2 masih di pakai","umur 35 dianggap lansia di negeri sendiri sementara pejabat yg haus kekuasaan sekalipum dia pincang buta uzur umur udah di ubun2 masih di pakai","umur 35 dianggap lansia di negeri sendiri sementara pejabat yang haus kekuasaan sekalipum dia pincang buta uzur umur sudah di ubun2 masih di pakai","['umur', 'anggap', 'lansia', 'negeri', 'jabat', 'haus', 'kuasa', 'sekalipum', 'pincang', 'buta', 'uzur', 'umur', 'pakai']","umur anggap lansia negeri jabat haus kuasa sekalipum pincang buta uzur umur pakai","negatif","0","0","2025-02-21 08:03:36"
"baru kali ini gua ragu bet sama nasionalisme","baru kali ini gua ragu bet sama nasionalisme","baru kali ini gua ragu bet sama nasionalisme","baru kali ini saya ragu bet sama nasionalisme","['kali', 'ragu', 'bet', 'nasionalisme']","kali ragu bet nasionalisme","negatif","2","0","2025-02-12 10:41:35"
"💜’s comment: ikut gk ka?","ikut gk ka?","ikut gk ka","ikut tidak ka","['ka']","ka","netral","0","0","2025-02-15 01:06:18"
"kl diluar negeri cari kerja g pake pengalaman,g pake tinggi badan minimal,g pake usia maximal,,naaah kl di Indonesia 😢","kl diluar negeri cari kerja g pake pengalaman,g pake tinggi badan minimal,g pake usia maximal,,naaah kl di Indonesia 😢","kl diluar negeri cari kerja g pake pengalamang pake tinggi badan minimalg pake usia maximalnaaah kl di indonesia","kalau diluar negeri cari kerja tidak pake pengalamang pake tinggi badan minimalg pake usia maximalnah kalau di indonesia","['luar', 'negeri', 'cari', 'kerja', 'pake', 'pengalamang', 'pake', 'badan', 'minimalg', 'pake', 'usia', 'maximalnah', 'indonesia']","luar negeri cari kerja pake pengalamang pake badan minimalg pake usia maximalnah indonesia","positif","2","0","2025-02-14 12:19:48"
"Noureen Humaira’s comment: terus nasionalisme bapak mana? ada gak bantu cariin kerja para pengangguran biar gak ke luar negri?","terus nasionalisme bapak mana? ada gak bantu cariin kerja para pengangguran biar gak ke luar negri?","terus nasionalisme bapak mana ada gak bantu cariin kerja para pengangguran biar gak ke luar negri","terus nasionalisme bapak mana ada tidak bantu cariin kerja para pengangguran biar tidak ke luar negri","['nasionalisme', 'bantu', 'cariin', 'kerja', 'anggur', 'biar', 'negri']","nasionalisme bantu cariin kerja anggur biar negri","negatif","0","0","2025-02-19 08:57:33"
"Riski Motovlog’s comment: Halah nanti dia jg balik lgi ke indo🤣🤣🤣","Halah nanti dia jg balik lgi ke indo🤣🤣🤣","halah nanti dia jg balik lgi ke indo","halah nanti dia jg balik lgi ke indonesia","['halah', 'jg', 'lgi', 'indonesia']","halah jg lgi indonesia","netral","0","0","2025-02-15 14:24:48"
"daniel’s comment: salah satu bentuk kekecewaan anak muda terhadap sistem pemerintahan di Indonesia bang🙏","salah satu bentuk kekecewaan anak muda terhadap sistem pemerintahan di Indonesia bang🙏","salah satu bentuk kekecewaan anak muda terhadap sistem pemerintahan di indonesia bang","salah satu bentuk kekecewaan anak muda terhadap sistem pemerintahan di indonesia bang","['salah', 'bentuk', 'kecewa', 'anak', 'muda', 'sistem', 'perintah', 'indonesia', 'bang']","salah bentuk kecewa anak muda sistem perintah indonesia bang","negatif","0","0","2025-02-17 10:40:18"
